latitude,longitude,altitude,geometry,@id,name,name:en,opening_hours,shop,created_by,operator,addr:housenumber,addr:postcode,addr:street,phone,website,addr:city,addr:country,addr:housename,addr:street:en,check_date:opening_hours,level,wheelchair,name:mk,payment:coins,payment:credit_cards,payment:maestro,payment:mastercard,payment:notes,payment:visa,payment:visa_electron,addr:suburb,image,brand:wikidata,name:sq,internet_access,email,int_name,addr:city:en,organic,surveillance,surveillance:type,payment:cash,name:fr,payment:debit_cards,payment:cards,name:de,fixme,amenity,brand
41.9983625,21.4233757,,Point,node/4321893087,Kapael Tobacco,,Mo-Su 08:00-01:00,supermarket,,,23,1000,Булевар Партизански Одреди,+38926090240,http://www.facebook.com/tobaccokapael,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,
41.980756,21.4718709,,Point,node/4355085491,ЗУР Маркет,,Mo-Su 10:00-22:00,supermarket,,,,1000,,,,,,,,,,,ЗУР маркет,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9772578,21.4835479,,Point,node/4355634895,Јовче,,Mo-Su 07:00-22:00,supermarket,,,,1000,Тодор Чангов,,,Скопје,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,
41.9781331,21.4851324,,Point,node/4355637591,Бина,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9392257,21.5103158,,Point,node/4362060291,Вајота 5,,Mo-Su 07:00-22:00,supermarket,,,14,1000,Славка Динкова,,,,,,,,,,,,,,,,,,,,,,,vajota@yahoo.com,,,,,,,,,,,,,
41.9310608,21.5291548,,Point,node/4362060392,Вајота 1,,Mo-Su 07:00-22:00,supermarket,,,146,1000,Јустинијан Први,,,,,,,,,,,,,,,,,,,,,,,vajota@yahoo.com,,,,,,,,,,,,,
41.9854287,21.4674517,,Point,node/4455202893,Кам Маркет,Kam Market,,supermarket,,,79А,1000,Јане Сандански,,,,,,,,,,Кам Маркет,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9760296,21.444501,,Point,node/4484127494,Гранап,Granap,Mo-Su 08:00-22:00,supermarket,,,,1000,,,,,,,,,,,Гранап,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9972875,21.4085105,,Point,node/4616754990,Рептил,Reptil,,supermarket,,,,1000,Атинска,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0277156,21.5139779,,Point,node/4658242491,Грогос,Grigos,,supermarket,,,,,,,,,,,,,,,Грогос,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9896032,21.4323528,,Point,node/4710537461,TINEX,,,supermarket,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0005257,21.4121462,,Point,node/4732551922,Рептил,Reptil,,supermarket,,,,,,,,,,,,,,,Рептил,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9929149,21.4199718,,Point,node/4774073690,Тинекс,Tinex,Mo-Su 08:00-22:00,supermarket,,,,1000,,,,,,,,,,,Tinex,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9867649,21.4306785,,Point,node/4889402965,Market Polo,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.001234,21.4168689,,Point,node/4900357523,Рамстор Express Дебар Маало,Ramstore Express,Mo-Sa 09:00-22:00,supermarket,,Ramstore,2,1000,Благој Давков,+38923248217,http://ramstore.com.mk/,Cкoпje,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,Ramstore,yes,,,,,
42.0560288,21.4512558,,Point,node/4990143922,Кам Маркет,,,supermarket,,,,,Радишанска,,,,,,,,,,Кам Маркет,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0007316,21.4175012,,Point,node/5017111222,КАМ,,Mo-Sa 07:30-22:00; Su 07:30-18:00,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0007151,21.4365241,,Point,node/5040961621,Mak-Ultra,corner shop,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9984456,21.4757273,,Point,node/5072814322,Stokomak Magacin,,,supermarket,,,,,,,,,,,,,,,Stokomak Magacin,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9964763,21.4276669,,Point,node/5102511522,Тинекс центар 2,,Mo-Sa 08:00-23:00; Su 08:00-20:00,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9934245,21.4286854,,Point,node/5130533607,Деликатесен Тинекс,Delicatessen Tinex,Mo-Su 08:00-22:00,supermarket,,,,,,,https://www.facebook.com/DelicatessenTinex/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0236333,21.4371996,,Point,node/5155434323,Кипер Маркет,,,supermarket,,,10,,Боро Менков,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0239903,21.4371972,,Point,node/5155454122,Стоко Мак,,,supermarket,,,10,,Боро Менков,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0056203,21.4111987,,Point,node/5286112857,Granap Market,,Mo-Su 08:00-22:00,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9879358,21.4558769,,Point,node/5292130937,Ramstore,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0079128,21.3842555,,Point,node/5323697760,Гранап,Granap,,supermarket,,,,,,,https://www.facebook.com/GranapMarket/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0245187,21.350659,,Point,node/5334911021,Кам,Kam,,supermarket,,,,,Волковска,+38923171747,http://kam.com.mk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0075655,21.3704929,,Point,node/5344777681,Reptil,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0065872,21.393054,,Point,node/5598215760,Vero,,,supermarket,,,,,Манапо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9817349,21.4439477,,Point,node/5829207731,KAM,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9990831,21.4220152,,Point,node/5841674941,Tinex,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.993198,21.4159259,,Point,node/5851203763,Gramofon Vinyl Macedonia Makedonija,,Mo-Sa 12:00-20:00,supermarket,,ZEC Electronics,BB,1000,Васил Ѓоргов,,,Cкoпje,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,
41.988735,21.4364415,,Point,node/6054032908,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9966577,21.4199363,,Point,node/6054048493,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9984569,21.4149954,,Point,node/6054048690,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0011184,21.4259798,,Point,node/6054048698,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0035507,21.331682,,Point,node/6054048708,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9994766,21.4177897,,Point,node/6054048724,Маркет фратели,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0004371,21.4126908,,Point,node/6054048727,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9967119,21.4119031,,Point,node/6054048729,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9994288,21.4129384,,Point,node/6054049801,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vega,,,
41.9865793,21.4781599,,Point,node/6054049806,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9980134,21.3262394,,Point,node/6054050091,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9992364,21.4187447,,Point,node/6054050787,Ројал,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9816819,21.307597,,Point,node/6054053185,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.011324,21.5104508,,Point,node/6058582666,Рептил,,Mo-Sa 07:00-22:00,supermarket,,,,1000,Методија Андонов Ченто,,,Скопје,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0067318,21.3818169,,Point,node/6145381754,Tinex,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0078991,21.3340183,,Point,node/6281683651,Kipper,,,supermarket,,,,,4 Јули,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0080177,21.3349543,,Point,node/6281683656,,,,supermarket,,,,,4 Јули,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,name,,
42.0129113,21.4357477,,Point,node/6281993282,,,,supermarket,,,,,Џон Кенеди,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marketplace,Kipper
41.9898103,21.4691912,,Point,node/6405264386,M Market,,,supermarket,,,,1000,Булевар Асном,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9978906,21.4089683,,Point,node/6655621425,Super Tinex,,Mo-Su 08:00-22:00,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0046727,21.4370024,,Point,node/6814236609,Hajri Kompani,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0015821,21.4189761,,Point,node/6814246387,T market,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0010275,21.4396745,,Point,node/6814246717,Dm,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0244715,21.4283826,,Point,node/6815434687,Kit-Go,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.992184,21.4277103,,Point,node/6821158390,Healthy food by Zegin,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.004177,21.4360158,,Point,node/6827032735,,"Tools, household",,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9994318,21.4213409,,Point,node/6827074190,Stokomak,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9989821,21.4224806,,Point,node/6827074191,Swisslion,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0050219,21.4357643,,Point,node/6827083485,,"Tools, household",,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0063897,21.435694,,Point,node/6827083586,Feki-Kom,"Tools, household",,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9910788,21.4346069,,Point,node/6830542485,Stokomak,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0046987,21.4254128,,Point,node/6875432285,,Diem-GP Gevgelia,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.998549,21.327488,,Point,node/6883647290,Рамстор,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9954171,21.5098008,,Point,node/6913220785,Стокомак,Stokomak,,supermarket,,,,1000,Париска Комуна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9811138,21.472838,,Point,node/7527578987,,CENTAR LISA,,supermarket,,,,,Реонски Центар Аеродром,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.976006,21.4815508,,Point,node/7827651855,Бобико ТП Колонијал,,Mo-Su 07:00-22:00,supermarket,,,29,1000,Тодор Чангов,,,Скопје,,,,,,,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,yes,,yes,,,,,
42.0364195,21.4464861,,Point,node/7846557942,Стокомак,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0372124,21.4458128,,Point,node/7846569770,Жито Маркет,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0036961,21.4672422,,Point,node/8124609017,Кит го,Kit go,,supermarket,,,,1000,Бапчор,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9980345,21.3981423,,Point,node/8492059617,Ramstore,,Mo-Sa 08:00-22:00,supermarket,,,,,,,http://ramstore.com.mk/,,,,,,,,,,,,,,,,,,Q2130436,,,,,,,,,,,,,,,,
41.998706,21.3962482,,Point,node/8492060119,Super TINEX,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0054049,21.4097719,,Point,node/8646562196,La Noi - Mini Shop,,,supermarket,,,204,1000,Орце Николов,+38975285988,https://grouper.mk/market,Скопје,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9855334,21.4485408,,Point,node/8868776220,КАМ Маркет,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0578416,21.4514677,,Point,node/8976096528,Кипер Маркет,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0577735,21.4516577,,Point,node/8989238747,Стокомак,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0043927,21.4371317,,Point,node/9200215925,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0041371,21.4346385,,Point,node/9200215929,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0027247,21.4412408,,Point,node/9200216054,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9974123,21.4222398,,Point,node/9200216059,Reptil,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9959161,21.4180198,,Point,node/9200216060,Step,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9873148,21.4776722,,Point,node/9200216073,Alka-U B,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9785888,21.3034637,,Point,node/9200216074,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0028928,21.4402203,,Point,node/9200216168,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0063807,21.4336115,,Point,node/9200216350,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0052062,21.416392,,Point,node/9200216432,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9982953,21.416992,,Point,node/9200216434,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9986691,21.3272918,,Point,node/9200216444,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9983774,21.415282,,Point,node/9200216555,Sur,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9971462,21.4173822,,Point,node/9200216560,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obst & Gemüse,,,
41.9843604,21.4589135,,Point,node/9244180287,КАМ маркет,,Mo-Su 08:00-22:00,supermarket,,,,,Васко Карангелески,,www.kam.com.mk,Cкoпje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.984756,21.4555933,,Point,node/9244195697,Стокомак,,Mo-Su 07:30-21:00,supermarket,,Стокомак,,,Вангел Тодоровски,,https://www.facebook.com/stokomak.diskont/,Cкoпje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9847803,21.4510086,,Point,node/9244235991,Рамстор,Ramstore,,supermarket,,,,,,,http://ramstore.com.mk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9828854,21.4556365,,Point,node/9244250664,ЗУР,,,supermarket,,,,,Васко Карангелески,,http://zurmarket.mk/,Cкoпje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9888605,21.4483803,,Point,node/9244268507,Стокомак,,,supermarket,,,,,,,https://www.facebook.com/stokomak.diskont/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9887772,21.461333,,Point,node/9244283951,Тинекс,Tinex,,supermarket,,,13,,Јане Сандански,,tinex.mk,Cкoпje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.992847,21.4158463,,Point,node/9438265417,Стикомак,Stokomak,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9812448,21.4147315,,Point,node/10074605718,Магнит,,,supermarket,,,,,Македонская улица,,,Cкoпje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
